touch_x, touch_y, sensor_type, time_since_1970, x, y, z
-2.0, -2.0, GYRO, 246418.492984542, 0.0443573448002508, -0.0884015018563083, 0.141726508995183
-2.0, -2.0, GYRO, 246418.482944542, 0.10080837042666, -0.0919456366349857, 0.14349351637845
-2.0, -2.0, GYRO, 246418.472903542, 0.132213963897529, -0.0291621465685857, 0.138909417194097
-2.0, -2.0, GYRO, 246418.462863542, 0.117376960832479, 0.0287935650737187, 0.0836560151098961
-2.0, -2.0, GYRO, 246418.452853542, 0.0877335810549164, 0.047489488558293, 0.000312655111975303
-2.0, -2.0, GYRO, 246418.442813542, 0.0482231894386098, 0.0384757535328108, -0.0769168859714505
-2.0, -2.0, GYRO, 246418.432773542, -0.0110044479403164, 0.0155640460426411, -0.122525117535712
-2.0, -2.0, GYRO, 246418.422763542, -0.109327023805497, -0.0563226612618678, -0.140144058675458
-2.0, -2.0, GYRO, 246418.412723542, -0.252523864038512, -0.061977617520542, -0.117510385203092
0.18222216796875, 0.766116941529235, GYRO, 246418.402683542, -0.464087511563279, 0.0938215673068375, -0.0820980658721997
0.18222216796875, 0.766116941529235, GYRO, 246418.392642542, -0.733067580609609, 0.211688283463782, -0.0763778621668185
0.18222216796875, 0.766116941529235, GYRO, 246418.382632542, -0.980626513427887, 0.249623415295307, -0.117673636977914
0.18222216796875, 0.766116941529235, GYRO, 246418.372592542, -1.11462293104301, 0.300556903775291, -0.115915418026244
0.18222216796875, 0.766116941529235, GYRO, 246418.362552542, -1.12203717151779, 0.340003645841544, -0.0998227345072221
0.18222216796875, 0.766116941529235, GYRO, 246418.352512542, -0.996900025584925, 0.315625069222959, -0.0642775234379345
0.18222216796875, 0.766116941529235, GYRO, 246418.342502542, -0.777890712284515, 0.192420845609277, -0.00463842767059101
0.18222216796875, 0.766116941529235, GYRO, 246418.332462542, -0.50229215529712, 0.073169285685491, 0.0504202973379252
0.18222216796875, 0.766116941529235, GYRO, 246418.322421542, -0.214425746748275, -0.00445866429701066, 0.0866917524364774
0.18222216796875, 0.766116941529235, GYRO, 246418.312381542, 0.0520381677001483, -0.0645997659298341, 0.0599525498276458
0.18222216796875, 0.766116941529235, GYRO, 246418.302371542, 0.31043589983894, -0.0564105455778404, 0.0334796633278221
0.18222216796875, 0.766116941529235, GYRO, 246418.292331542, 0.47537531984358, -0.00709892220171522, 0.00177526318264682
0.18222216796875, 0.766116941529235, GYRO, 246418.282291542, 0.590056096388463, 0.0243620650198269, -0.0274729034891484
0.18222216796875, 0.766116941529235, GYRO, 246418.272250542, 0.709831500098668, -0.0894140357027564, -0.034012295545838
0.18222216796875, 0.766116941529235, GYRO, 246418.262241542, 0.842995946189246, -0.426263433549211, -0.039456595762287
0.18222216796875, 0.766116941529235, GYRO, 246418.252200542, 0.984119515513635, -0.708704450325346, -0.0540896006878364
0.18222216796875, 0.766116941529235, GYRO, 246418.242160542, 1.07588166034951, -0.717736294846241, -0.0646804597108635
0.18222216796875, 0.766116941529235, GYRO, 246418.232150542, 1.00834842247896, -0.749040688195687, -0.130674124155245
0.18222216796875, 0.766116941529235, GYRO, 246418.222110542, 0.795548002943958, -0.517000527681518, -0.200295014004314
0.18222216796875, 0.766116941529235, GYRO, 246418.212070542, 0.50412281223044, -0.0118931447960759, -0.153365321907156
-2.0, -2.0, GYRO, 246418.202029542, 0.00492285327501147, -0.00406771224898703, -0.050011502110598
-2.0, -2.0, GYRO, 246418.192020542, -0.0421495842565751, 0.0955100114379478, -0.0660487918789462
-2.0, -2.0, GYRO, 246418.181979542, -0.0653310699651698, 0.135124532652876, -0.0661308172405206
-2.0, -2.0, GYRO, 246418.171939542, -0.0751554712264721, 0.118073910089753, -0.0578289451744166
-2.0, -2.0, GYRO, 246418.161899542, -0.0705149130270091, 0.0592686500597134, -0.0367886409822456
-2.0, -2.0, GYRO, 246418.151889542, -0.0678493550919488, 0.0367207303744486, -0.00918790576077337
-2.0, -2.0, GYRO, 246418.141849542, -0.0784964068139765, 0.0665944735863034, 0.0046818371963593
-2.0, -2.0, GYRO, 246418.13181025, -0.0944697807161628, 0.0752108649771458, 0.00771917241959467
-2.0, -2.0, GYRO, 246418.12177025, -0.105350391665791, 0.0400731175546403, 0.0063252739050472
-2.0, -2.0, GYRO, 246418.11176025, -0.088492848281698, 0.0196812930879036, 0.0106901949316871
-2.0, -2.0, GYRO, 246418.10172025, -0.0563522223499677, 0.0333827242641433, 0.00585016596657706
-2.0, -2.0, GYRO, 246418.09168025, -0.00171294521313897, 0.0491172126165494, -0.00614604316368487
-2.0, -2.0, GYRO, 246418.08164025, 0.0569860546894065, 0.0519854371105647, -0.00964037682997783
-2.0, -2.0, GYRO, 246418.07163025, 0.0922716075524114, 0.0752311050014304, -0.00586907441031663
-2.0, -2.0, GYRO, 246418.06159025, 0.0977587846624107, 0.0986701183874358, -0.00567226680575977
-2.0, -2.0, GYRO, 246418.05154925, 0.0808804686218155, 0.109474562929887, -0.0132841138334242
-2.0, -2.0, GYRO, 246418.04153925, 0.0499822073386071, 0.0894374715203491, -0.0244366335303491
-2.0, -2.0, GYRO, 246418.03149925, 0.0251527575474714, 0.0405136043989394, -0.0260832660323451
-2.0, -2.0, GYRO, 246418.02145925, 0.0120958113550309, 0.0117610520060079, -0.0210807842407402
-2.0, -2.0, GYRO, 246418.01141925, 0.0130452282836441, 0.00532951797346657, -0.0157786968265015
-2.0, -2.0, GYRO, 246418.00140925, 0.0236997368567241, 0.0329417047876261, -0.00164902934697706
-2.0, -2.0, GYRO, 246417.99136925, 0.020501280387539, 0.0414766034491121, 0.00261602313878484
-2.0, -2.0, GYRO, 246417.98132825, -0.00187912646515991, 0.0309661718910054, -0.00305144997701279
-2.0, -2.0, GYRO, 246417.97128825, -0.0348802197450948, 0.0152093129854425, -0.0142076980994637
-2.0, -2.0, GYRO, 246417.96127825, -0.0659310801587647, -0.0144583015580402, -0.01902455756309
-2.0, -2.0, GYRO, 246417.95123825, -0.0894446620552923, -0.013274792769609, -0.0139938462639304
-2.0, -2.0, GYRO, 246417.94119825, -0.101207844590172, 0.00913730570006187, -0.000178698109144317
-2.0, -2.0, GYRO, 246417.93115725, -0.100189185473217, 0.0346637047484714, 0.0159464759751765
-2.0, -2.0, GYRO, 246417.92114825, -0.092593051095984, 0.0634050718648245, 0.0204586698100977
-2.0, -2.0, GYRO, 246417.91110725, -0.0944846944182672, 0.077335002262593, 0.00986035393601838
-2.0, -2.0, GYRO, 246417.90106725, -0.0889354656548691, 0.0731170877281255, -0.00819561193860985
-2.0, -2.0, GYRO, 246417.89102725, -0.085569230037009, 0.0699596439397275, -0.022013955886704
-2.0, -2.0, GYRO, 246417.88101725, -0.075990638544321, 0.0613816020685823, -0.0251327838392958
-2.0, -2.0, GYRO, 246417.87097725, -0.065506838597115, 0.0484865760704186, -0.0186788792535978
-2.0, -2.0, GYRO, 246417.86093625, -0.0615288748768637, 0.0451741363065781, 0.000523044838091562
-2.0, -2.0, GYRO, 246417.85092725, -0.0701508589059952, 0.0483875064778677, 0.00894981915932029
-2.0, -2.0, GYRO, 246417.84088625, -0.0851958548521799, 0.0431139148872928, 0.0151187655083798
-2.0, -2.0, GYRO, 246417.83084625, -0.0962386523121934, 0.0164391607768411, 0.0297427156862229
-2.0, -2.0, GYRO, 246417.82080625, -0.111522533808158, -0.0112673019399072, 0.0421770148158029
-2.0, -2.0, GYRO, 246417.81079625, -0.128610706942652, -0.0207572101682956, 0.0397775066736415
-2.0, -2.0, GYRO, 246417.80075625, -0.141486824497076, -0.0313539281457209, 0.0406206634747606
-2.0, -2.0, GYRO, 246417.79071625, -0.152085939319482, -0.0333997684951198, 0.0351494653313018
-2.0, -2.0, GYRO, 246417.78067525, -0.157256999208089, -0.00776790826754312, 0.0362869014328747
-2.0, -2.0, GYRO, 246417.77066525, -0.132521559003433, 0.0315446104797706, 0.0400102669529144
-2.0, -2.0, GYRO, 246417.76062525, -0.105419101221915, 0.00385732252287077, -0.00665071219025488
-2.0, -2.0, GYRO, 246417.75058525, -0.0451831910542844, -0.0708358239383636, -0.0829609300653854
-2.0, -2.0, GYRO, 246417.74054525, 0.0151645718791292, -0.102912001371714, -0.146260008118825
-2.0, -2.0, GYRO, 246417.73053525, 0.0414933813639796, -0.0655622323477887, -0.181929855127128
-0.269333333333333, 0.512243862809806, GYRO, 246417.72049525, 0.0027390611811465, 0.000896420022920672, -0.199104847313158
-0.269333333333333, 0.512243862809806, GYRO, 246417.71045425, -0.0978429405528572, 0.100721817691233, -0.199850266102271
-0.269333333333333, 0.512243862809806, GYRO, 246417.70041425, -0.209118333011856, 0.249566956280197, -0.17384369910932
-0.269333333333333, 0.512243862809806, GYRO, 246417.69040425, -0.325528033736419, 0.422991473833939, -0.149899750380636
-0.269333333333333, 0.512243862809806, GYRO, 246417.68036425, -0.379780619882968, 0.536189135967758, -0.102058458242344
-0.269333333333333, 0.512243862809806, GYRO, 246417.67032425, -0.36441178354823, 0.559310167919607, -0.0452950438200677
-0.269333333333333, 0.512243862809806, GYRO, 246417.66031425, -0.318142555401411, 0.468340846140245, -0.044130709791485
-0.269333333333333, 0.512243862809806, GYRO, 246417.65027425, -0.23016582773897, 0.300523880577774, -0.0907714489103698
-0.269333333333333, 0.512243862809806, GYRO, 246417.64023325, -0.130579581936547, 0.109180017313324, -0.140585877100302
-0.269333333333333, 0.512243862809806, GYRO, 246417.63019325, -0.0377343294853327, -0.0662711658299678, -0.157387227785394
-0.269333333333333, 0.512243862809806, GYRO, 246417.62018325, 0.0386467284747939, -0.232202080708445, -0.134944502963187
-0.269333333333333, 0.512243862809806, GYRO, 246417.61014325, 0.119029718604983, -0.417405227131389, -0.102970324599587
-0.269333333333333, 0.512243862809806, GYRO, 246417.60010325, 0.192312188636802, -0.61202637643329, -0.102021173987082
-0.269333333333333, 0.512243862809806, GYRO, 246417.59006225, 0.253616825349881, -0.738176588844817, -0.126413599043336
-0.269333333333333, 0.512243862809806, GYRO, 246417.58005325, 0.258717045153492, -0.782992796300889, -0.131915423539331
-0.269333333333333, 0.512243862809806, GYRO, 246417.57001225, 0.226324750498749, -0.803518844086565, -0.0344652992472605
-2.0, -2.0, GYRO, 246417.55997225, 0.211362578862466, -0.534121990329638, 0.102047805597983
-2.0, -2.0, GYRO, 246417.54993225, 0.182933600541979, -0.150612412288341, 0.266694277882715
-2.0, -2.0, GYRO, 246417.53992225, -0.0186455897399718, 0.117386281896295, 0.251723317814835
-2.0, -2.0, GYRO, 246417.52988225, -0.0335473076195101, 0.0206118015727773, 0.20202234028734
-2.0, -2.0, GYRO, 246417.51984125, -0.0494285361479797, -0.063353939171895, 0.152378088091064
-2.0, -2.0, GYRO, 246417.50980125, -0.0405290507332619, -0.0600894363076759, 0.126950758635205
-2.0, -2.0, GYRO, 246417.49979125, -0.00588185758354901, 0.000560329093352672, 0.118136760691479
-2.0, -2.0, GYRO, 246417.48975125, 0.0454854598380083, 0.0269346786328434, 0.116805712778657
-2.0, -2.0, GYRO, 246417.47971125, 0.0828253751659003, 0.0235295608630681, 0.113004582954787
